event_id,continent,country,location,event_name,event_date,event_summary,source_url,latitude,longitude,fire_type,building_use,building_height_or_floors,affected_floors,building_age_status,deaths,injuries,evacuated,cause,fire_spread,urban_fire_resilience_gap,impact,event_year,source_domain,source_grade,city_label_en,building_use_group,building_height_m_reported,building_storeys_reported,external_trigger,arson_trigger,construction_related,facade_fire,valid_geocode,possible_duplicate,analysis_extended,analysis_core,cohort_reason,source_file_sha256
HRF-0123,亚洲,South Korea,South Korea,Ulsan Samhwan Art Nouveau Fire,2020-10-08,Ulsan Samhwan Art Nouveau apartment building高层建筑火灾；建筑高度记录为 108.9 m。死亡人数：0。92 residents and 1 firefighter injured. Ulsan Samhwan Art Nouveau Fire [ko],https://www.yna.co.kr/view/AKR20201011045600057,36.5,127.75,高层建筑火灾,residential,108.9 m,33,未检索到,0.0,93.0,,多机构联合勘查确认起点在3层室外露台木平台，但长期调查未能确定点火原因；电气和空调外机被排除。,铝复合外墙板和强风促使火焰沿建筑外立面快速蔓延。,高层外立面材料风险及高风条件下外部灭火能力构成韧性薄弱点；未证实喷淋系统整体失效。,无人死亡；93人（含1名消防员）送医，77人从屋顶等处获救。,2020,yna.co.kr,B,South Korea,Residential,108.9,,False,False,False,False,True,False,True,True,core_eligible,386eb556101286e4dce89060d1d60ca105f5f54e97db3d3f297bcc2be6c291e5
HRF-0124,南美洲,Brazil,Sobral,Sobral 25-storey residential tower balcony fire,2020-11-12,无人受伤；火灾局限在17层阳台局部,https://www.bombeiros.ce.gov.br/2020/11/13/1acia-3obbm-debela-incendio-em-apartamento-do-predio-mais-alto-de-sobral/,-3.6896,-40.3482,高层建筑火灾,住宅,25层；77.20米；84套住宅,未检索到,未检索到,0.0,0.0,,具体点火机制未公布；17层阳台空调外机区域起火,空调外机、椅子及阳台防护网参与燃烧，烟气影响同层其他住户,建筑按消防部门批准方案配置ABC干粉灭火器，3具灭火器即将火扑灭,无人受伤；火灾局限在17层阳台局部,2020,bombeiros.ce.gov.br,A,Sobral,Residential,77.2,25.0,False,False,False,False,True,False,True,True,core_eligible,386eb556101286e4dce89060d1d60ca105f5f54e97db3d3f297bcc2be6c291e5
HRF-0125,大洋洲,Australia,Melbourne,Melbourne CBD 54th-floor lift-shaft fire,2020-11-18,建筑疏散，1人交由急救人员评估/处置；无死亡,https://www.frv.vic.gov.au/fire-melbourne-cbd-lift-shaft,-37.8136,144.9631,高层建筑火灾,施工中高层建筑,火点位于54层,未检索到,施工中,0.0,1.0,,消防部门判定为意外起火；具体机制未公布,电梯井区域烟气扩散至其他楼层,施工期高层疏散与排烟持续约1小时；火警控制盘及时报警,建筑疏散，1人交由急救人员评估/处置；无死亡,2020,frv.vic.gov.au,A,Melbourne,Unknown/other,,54.0,False,False,False,False,True,False,True,True,core_eligible,386eb556101286e4dce89060d1d60ca105f5f54e97db3d3f297bcc2be6c291e5
HRF-0126,亚洲,中国 / China,"众鑫大厦，建设大街与范西路交叉口，长安区，石家庄市，河北省 / Zhongxin Building, Jianshe Street–Fanxi Road intersection, Chang'an District, Shijiazhuang, Hebei",石家庄众鑫大厦火灾 / Shijiazhuang Zhongxin Building fire,2021-03-09,石家庄众鑫大厦外墙保温材料起火，人员安全撤离，无人员伤亡。,https://m.news.cctv.com/2021/03/09/ARTIkv1nn738loGZrG2o3wrK210309.shtml,38.04139,114.47861,高层建筑外立面火灾,办公楼/写字楼,26层，高111.6米,外墙由低层蔓延至20层以上及楼顶,2003年建成,0.0,0.0,,未检索到/待核实,外墙保温材料由低层迅速向20层以上蔓延,高层外墙扑救高度受限，一度使用101米举高平台作业车,楼内人员及附近7栋居民楼居民安全撤离，无人员伤亡,2021,m.news.cctv.com,A,Shijiazhuang,Office/government,111.6,26.0,False,False,False,True,True,False,True,True,core_eligible,386eb556101286e4dce89060d1d60ca105f5f54e97db3d3f297bcc2be6c291e5
HRF-0127,欧洲,France,Paris,"Helsinki Tower, 50 rue du Disque fire",2021-08-13,"Helsinki Tower, 50 rue du Disque高层建筑火灾；建筑高度记录为 ~100 m。死亡人数：1。18th of 33 flrs, apt possibly linked to Diogenes syndrome (hoarding), spread prevented via compartmentation, contained after 2 hrs, ~70 firefighters, 2 hoses, 1 killed (carbonized body), 4 injured (2 were firefighters with heatstroke).",https://www.bfmtv.com/paris/paris-un-mort-et-quatre-blesses-dans-un-incendie-quartier-olympiades_AN-202108130293.html,48.85341,2.3488,高层建筑火灾,未检索到,~100 m,未检索到,未检索到,1.0,4.0,,未检索到/待核实,未检索到/待核实,未检索到/待核实,"死亡人数：1。18th of 33 flrs, apt possibly linked to Diogenes syndrome (hoarding), spread prevented via compartmentation, contained after 2 hrs, ~70 firefighters, 2 hoses, 1 killed (carbonized body), 4 injured (2 were firefighters with heatstroke).",2021,bfmtv.com,B,Paris,Unknown/other,100.0,,False,False,False,False,True,False,True,True,core_eligible,386eb556101286e4dce89060d1d60ca105f5f54e97db3d3f297bcc2be6c291e5
HRF-0128,欧洲,Italy,"Via Antonini, Milan, Lombardy, Italy",Torre dei Moro fire,2021-08-29,米兰18层住宅塔楼外墙构件在短时间内几乎全高燃烧。,https://www.senato.it/show-doc?id=1348602&leg=18&tipodoc=Sindispr,45.4376,9.1805,high-rise residential façade fire,residential,19 storeys,20,completed around 2011,0.0,0.0,,最终起火原因需查意大利调查结论；外墙覆层促进快速蔓延。,外墙覆层使火势在约19层住宅楼立面迅速蔓延，2026年法院已就面板对传播的作用作出责任判决。,外墙材料合规、产品责任及建筑消防设计是主要韧性问题；事故中居民全部疏散且无死亡。,无人死亡；建筑外立面严重烧损,2021,senato.it,B,Via Antonini,Residential,,19.0,False,False,False,True,True,False,True,True,core_eligible,386eb556101286e4dce89060d1d60ca105f5f54e97db3d3f297bcc2be6c291e5
HRF-0129,亚洲,"中国台湾 / Taiwan, China","城中城大楼，高雄市盐埕区 / Cheng Chung Cheng Building, Yancheng District, Kaohsiung",高雄城中城大楼火灾 / 2021 Kaohsiung Cheng Chung Cheng Building fire,2021-10-14,Cheng Chung Cheng Building高层建筑火灾；建筑高度记录为 未列明。死亡人数：46。2021 Kaohsiung tower fire,https://www.ksc.moj.gov.tw/296352/296356/296398/950533/post,22.61626,120.31333,高层建筑火灾,未检索到,13层，另有2层地下空间,未检索到,约1981年建成，事发约40年，明确老旧高层,46.0,41.0,,检方认定被告故意点燃1层物品，按纵火及杀人罪起诉,1层停放的大量摩托车助燃，部分防火门被拆除，杂物与烟气沿废弃商业空间扩散,老旧混合用途大楼部分楼层废弃、消防与工务机关主动管理不足、防火分隔和疏散条件薄弱,46人死亡、41人受伤,2021,ksc.moj.gov.tw,A,Kaohsiung,Unknown/other,,13.0,False,True,False,False,True,False,True,True,core_eligible,386eb556101286e4dce89060d1d60ca105f5f54e97db3d3f297bcc2be6c291e5
HRF-0130,亚洲,"中国香港特别行政区 / Hong Kong SAR, China","世贸中心，铜锣湾，香港特别行政区 / World Trade Centre, Causeway Bay, Hong Kong SAR",香港铜锣湾世贸中心三级火 / World Trade Centre Hong Kong fire,2021-12-15,香港铜锣湾世贸中心发生三级火警，13人送院，超过300人一度被困天台。,https://www.chinanews.com.cn/m/ga/2021/12-15/9630604.shtml,22.27832,114.17469,高层建筑内部火灾,商业综合楼,39层天台曾有人员被困；建筑总层数待统一,1至2楼电表房起火，烟气影响多层,未检索到,0.0,13.0,,未检索到/待核实,翻新工程期间电表房浓烟经商场扩散,低层消防系统关闭及翻新施工状态增加疏散和搜救难度,13人不适送院，一度有超过300人被困天台后获救,2021,chinanews.com.cn,B,Hong Kong,Commercial,,39.0,False,False,False,False,True,False,True,True,core_eligible,386eb556101286e4dce89060d1d60ca105f5f54e97db3d3f297bcc2be6c291e5
HRF-0131,北美洲,United States,"New York City, New York",Twin Parks North West apartment fire,2022-01-09,A fire in a third-floor duplex of a 19-storey apartment building spread lethal smoke through open doors and stairs.,https://en.wikipedia.org/wiki/2022_Bronx_apartment_fire,40.8532,-73.8897,high-rise building fire,residential,19 floors,未检索到,completed 1972; older high-rise,17.0,44.0,,electric space heater ignited a mattress,未检索到/待核实,未检索到/待核实,17 deaths and 44 injuries.,2022,en.wikipedia.org,C,New York City,Residential,,19.0,False,False,False,False,True,False,True,False,compendium_only_source,386eb556101286e4dce89060d1d60ca105f5f54e97db3d3f297bcc2be6c291e5
HRF-0132,亚洲,中国 / China,"中国电信荷花园大院第二长途电信枢纽楼，芙蓉区，长沙市，湖南省 / China Telecom Lotus Garden Second Long-distance Telecom Hub, Furong District, Changsha, Hunan",长沙中国电信荷花园第二长途电信枢纽楼“9·16”火灾 / Changsha China Telecom Lotus Garden Building fire,2022-09-16,长沙中国电信荷花园第二长途电信枢纽楼外立面发生大面积火灾，无人员伤亡。,https://www.fire114.cn/index/article/detail?i=122464,28.19874,112.97087,高层建筑外立面火灾,office/government,218 m,外立面由低层向楼顶大范围蔓延；逐层受影响范围待核实,未检索到,0.0,,,未熄灭烟头引燃7层室外平台的纸板、朽木、碎木和竹夹板。,平台可燃物继而引燃建筑外墙铝塑板，造成外立面快速燃烧。,火源和可燃物管理不善，企业安全生产主体责任及隐患治理不足。,无人员伤亡；调查报告转引材料称直接经济损失约791.36万元。,2022,fire114.cn,B,China Telecom Lotus Garden Second Long-distance Telecom Hub,Office/government,218.0,,False,False,False,True,True,False,True,True,core_eligible,386eb556101286e4dce89060d1d60ca105f5f54e97db3d3f297bcc2be6c291e5
HRF-0133,亚洲,"中国香港特别行政区 / Hong Kong SAR, China","海员之家重建地盘，中间道11号，尖沙咀，九龙，香港特别行政区 / Mariner's Club redevelopment site, 11 Middle Road, Tsim Sha Tsui, Kowloon, Hong Kong SAR",香港尖沙咀海员之家重建地盘棚架火灾 / Tsim Sha Tsui Mariner's Club redevelopment-site scaffolding fire,2022-09-21,香港尖沙咀海员之家重建地盘8楼棚架起火，约50名工人疏散。,https://www.info.gov.hk/gia/general/202404/10/P2024041000382.htm,22.27832,114.17469,在建高层建筑火灾,在建酒店及海员会所综合楼,规划约42层；起火位置为8楼棚架,8楼棚架,未检索到,0.0,0.0,50.0,有报道指弃置烟蒂留下火种，尚待直接官方调查原文核实,8楼棚架起火,同一地盘在2023年3月再次发生更严重的四级火，必须作为两个独立事件区分,约50名工人疏散，无人员伤亡,2022,info.gov.hk,A,Hong Kong,Hotel,,42.0,False,False,True,False,True,False,True,True,core_eligible,386eb556101286e4dce89060d1d60ca105f5f54e97db3d3f297bcc2be6c291e5
HRF-0134,亚洲,Pakistan,Islamabad,2022 The Centaurus Mall Fire Incident,2022-10-09,The Centaurus高层建筑火灾；建筑高度记录为 110 m。死亡人数：0。2022 The Centaurus Mall Fire Incident,https://tribune.com.pk/story/2381606/probe-fails-to-find-cause-of-mall-fire?amp=1,33.72148,73.04329,高层建筑火灾,commercial/retail,110 m,未检索到,未检索到,0.0,,,最终公开调查报道未发现明确点火原因；火灾起自餐饮区，但不应把食用油或可燃物本身写成点火源。,餐饮区存放大量可燃物，厨房材料、线路和设备不符合安全要求，烟气向上部楼层聚集。,自动消防装置有缺陷，缺少消防安全NOC/正式使用批准，未配备训练有素的内部消防人员，长期整改通知未落实。,现场人员全部获救，无死亡或受伤报告。,2022,tribune.com.pk,B,Islamabad,Commercial,110.0,,False,False,False,False,True,False,True,True,core_eligible,386eb556101286e4dce89060d1d60ca105f5f54e97db3d3f297bcc2be6c291e5
HRF-0135,亚洲,Turkey,İstanbul,Elite Concept fire,2022-10-15,Elite Concept高层建筑火灾；建筑高度记录为 80 m。死亡人数：0。Originated from external cladding.,https://en.wikipedia.org/wiki/List_of_fires_in_high-rise_buildings,41.01384,28.94966,高层建筑火灾,未检索到,80 m,未检索到,未检索到,,,,Originated from external cladding.,专题汇编仅称火灾在外墙区域发展；外墙究竟是起火部位还是扩散路径仍缺独立来源。,未检索到/待核实,死亡人数：0。Originated from external cladding.,2022,en.wikipedia.org,C,İstanbul,Unknown/other,80.0,,False,False,False,True,True,False,True,False,compendium_only_source,386eb556101286e4dce89060d1d60ca105f5f54e97db3d3f297bcc2be6c291e5
HRF-0136,北美洲,United States,"New York City, New York",RiverCourt lithium-ion battery fire,2022-11-05,A lithium-ion battery fire in the RiverCourt high-rise required a rope rescue from an upper-floor window.,https://ctif.org/sites/default/files/2025-08/CTIF_Report30.pdf,40.7548,-73.9651,high-rise building fire,residential,about 38 floors; 108.1 m,未检索到,older residential tower,0.0,38.0,,lithium-ion battery in an electric bicycle/scooter,未检索到/待核实,未检索到/待核实,"No deaths; 38 injuries, including critical and serious cases.",2022,ctif.org,C,New York City,Residential,108.1,38.0,False,False,False,False,True,False,True,False,compendium_only_source,386eb556101286e4dce89060d1d60ca105f5f54e97db3d3f297bcc2be6c291e5
HRF-0137,亚洲,United Arab Emirates,Dubai,2022 8 Boulevard Walk high-rise fire,2022-11-07,8 Boulevard Walk高层建筑火灾；建筑高度记录为 123 m。死亡人数：0。,https://gulfnews.com/uae/uae-downtown-dubai-high-rise-fire-put-out-successfully-1.91799606,25.07725,55.30927,高层建筑火灾,residential,123 m,35,未检索到,0.0,0.0,,公开来源未披露最终点火原因。,中等强度火灾影响高层建筑外立面。,公开报道未确认消防系统失效；消防队接报约5分钟到场并完成疏散。,所有住户安全疏散，无人员伤亡。,2022,gulfnews.com,B,Dubai,Residential,123.0,,False,False,False,False,True,False,True,True,core_eligible,386eb556101286e4dce89060d1d60ca105f5f54e97db3d3f297bcc2be6c291e5
HRF-0138,亚洲,中国 / China,"吉祥苑小区，天山区，乌鲁木齐市，新疆维吾尔自治区 / Jixiangyuan Community, Tianshan District, Ürümqi, Xinjiang",乌鲁木齐吉祥苑小区“11·24”高层住宅火灾 / 2022 Ürümqi Jixiangyuan high-rise fire,2022-11-24,Jixiangyuan community高层建筑火灾；建筑高度记录为 ~60 m (21 floors) m。死亡人数：11。2022 Ürümqi fire,https://www.xinjiang.gov.cn/xinjiang/xwfb/202301/28b1863558ba4eff8608863c1eee46e1.shtml,43.80096,87.60046,高层建筑火灾,residential,21层，约60 m；起火在15层,未检索到,建成年份未检索到/待核实,10.0,9.0,514.0,初步判定1502室卧室插线板/电器线路故障起火；官方说明具体原因仍在进一步调查。,火由15层蔓延至17层，烟气扩散至21层,小区通道狭窄且路侧停车影响大型消防车进入和作业；其他争议因素未采用未经证实网络说法,10人死亡、9人受伤；原表日期2022-11-26和死亡11人均应更正,2022,xinjiang.gov.cn,A,Jixiangyuan Community,Residential,60.0,21.0,False,False,False,False,True,False,True,True,core_eligible,386eb556101286e4dce89060d1d60ca105f5f54e97db3d3f297bcc2be6c291e5
HRF-0139,亚洲,"中国香港特别行政区 / Hong Kong SAR, China","海员之家重建地盘，中间道11号，尖沙咀，九龙，香港特别行政区 / Mariner's Club redevelopment site, 11 Middle Road, Tsim Sha Tsui, Kowloon, Hong Kong SAR",香港尖沙咀海员之家重建地盘四级火 / 2023 Tsim Sha Tsui Mariner's Club redevelopment-site fire,2023-03-02,香港尖沙咀海员之家重建地盘发生四级火，火势波及多层棚架和邻近建筑。,https://www.info.gov.hk/gia/general/202303/03/P2023030300171.htm,22.27832,114.17469,在建高层建筑火灾,在建酒店及海员会所综合楼,约42至48层；公开报道口径存在差异,多层棚架和外立面,未检索到,0.0,2.0,170.0,最终起火原因未公布,干燥大风和外墙棚架物料促使火势波及多层及邻近建筑,在建高层消防装置尚未启用，增加灭火难度,香港政府早间通报称当时未接获伤亡；其他媒体后续伤者数字存在2至3人的差异,2023,info.gov.hk,A,Hong Kong,Hotel,,48.0,False,False,True,False,True,False,True,True,core_eligible,386eb556101286e4dce89060d1d60ca105f5f54e97db3d3f297bcc2be6c291e5
HRF-0140,大洋洲,Australia,Sydney,Darlinghurst 15th-floor apartment fire,2023-04-09,无居民死亡；1名消防员送医观察，两名老年住户经评估无碍,https://www.fire.nsw.gov.au/media/news/2023/20230409-fire-and-rescue-nsw-crews-extinguish-fire-in-high-rise-building,-33.879,151.219,高层建筑火灾,住宅高层,火点位于15层；官方明确称高层建筑,未检索到,未检索到,0.0,1.0,,消防通报时原因未知，后续调查结果未检索到,烟气广泛进入公共区域，其他楼层住户被要求留在单元内避烟,自动火警先报警；消防快速控制单元火，邻近住户由消防员护送撤离,无居民死亡；1名消防员送医观察，两名老年住户经评估无碍,2023,fire.nsw.gov.au,A,Sydney,Residential,,15.0,False,False,False,False,True,False,True,True,core_eligible,386eb556101286e4dce89060d1d60ca105f5f54e97db3d3f297bcc2be6c291e5
HRF-0141,亚洲,Vietnam,Hanoi,2023 Hanoi high-rise apartment fire,2023-09-12,Unnamed Apartment Block高层建筑火灾；建筑高度记录为 未列明。死亡人数：56。2023 Hanoi building fire,https://vkshanoi.gov.vn/Tin-t%E1%BB%A9c/Ho%E1%BA%A1t-%C4%91%E1%BB%99ng-%C4%91o%C3%A0n-th%E1%BB%83/truy-t%E1%BB%91-08-b%E1%BB%8B-can-trong-v%E1%BB%A5-ch225y-chung-c%C6%B0-mini-l224m-56-ng%C6%B0%E1%BB%9Di-ch%E1%BA%BFt-%E1%BB%9F-h224-n%E1%BB%99i,21.0245,105.84117,高层建筑火灾,residential,9层主体加阁楼/10层口径；应在主表注明口径,未检索到,约2015年前后取得低层许可后违规加建，事发约8年；并非老旧但属治理脆弱建筑,56.0,44.0,,一层停车区一辆燃油摩托车蓄电池附近电线短路起火,停车区大量摩托车与可燃物产生浓烟；单一狭窄通道和封闭式建筑使烟气困住住户,违法加建/超许可层数、缺少第二疏散出口、狭窄街巷阻碍消防车接近，消防审批与基层监管薄弱,56人死亡、44人受伤（后续检察机关起诉口径）,2023,vkshanoi.gov.vn,A,Hanoi,Residential,,9.0,False,False,False,False,True,False,True,True,core_eligible,386eb556101286e4dce89060d1d60ca105f5f54e97db3d3f297bcc2be6c291e5
HRF-0142,非洲,Sudan,Khartoum,Greater Nile Petroleum Oil Company Tower fire,2023-09-17,Greater Nile Petroleum Oil Company Tower高层建筑火灾；建筑高度记录为 65.72 m。死亡人数：?。Occurred during War in Sudan (2023),https://apnews.com/article/0576e4fa145222a60f448af3cd88ab64,15.55177,32.53241,高层建筑火灾,石油公司办公总部,18层；约65.7米,未检索到,2011年前石油繁荣期建成,,,,建筑在苏丹军方与快速支援部队激战期间起火；现有可靠来源无法确定由哪一方、何种武器或机制点燃,玻璃幕墙高层在战斗环境中大范围燃烧，无法获得常规消防处置条件,持续城市战争使消防、供水、疏散和现场调查能力失效；具体建筑系统表现无可靠资料,18层石油公司总部塔楼被严重焚毁、成为冒烟残骸；人员伤亡无法从事件级来源确认,2023,apnews.com,B,Khartoum,Office/government,65.7,18.0,False,False,False,False,True,False,True,True,core_eligible,386eb556101286e4dce89060d1d60ca105f5f54e97db3d3f297bcc2be6c291e5
HRF-0143,欧洲,Spain,València,2024 València Campanar residential-complex fire,2024-02-22,2024 València residential complex fire,https://www.rtve.es/noticias/20250530/juzgado-archiva-causa-incendio-campanar/16603890.shtml,39.47391,-0.37966,高层建筑火灾,residential,14 storeys,14,modern residential complex,10.0,,,司法程序将火灾认定为意外，起源为住宅冰箱制冷剂泄漏；具体点火火花机制仍不能完全确定。,铝板聚乙烯芯外墙、阳台构型和约60公里/小时强风使外立面在极短时间内全面燃烧，并从外部突破防火分隔。,‘留守原位’策略依赖的分隔被外墙火灾破坏；火势发展速度超过常规疏散和救援能力。,10人死亡、15人受伤。,2024,rtve.es,B,València,Residential,,14.0,False,False,False,False,True,False,True,True,core_eligible,386eb556101286e4dce89060d1d60ca105f5f54e97db3d3f297bcc2be6c291e5
HRF-0144,亚洲,中国 / China,"明尚西苑6号楼2单元，雨花台区，南京市，江苏省 / Building 6, Mingshang Xiyuan, Yuhuatai District, Nanjing, Jiangsu",南京雨花台区明尚西苑“2·23”重大火灾 / 2024 Nanjing Yuhuatai high-rise fire,2024-02-23,Unnamed Highrise高层建筑火灾；建筑高度记录为 未列明。死亡人数：15。2024 Nanjing building fire,https://js.119.gov.cn/202412/a86ec2cee62446249eae11176947ceee_c_f2f4ef2bfc6448109e82.html,32.06167,118.77778,高层建筑火灾,未检索到,34层住宅楼,未检索到,约2013年底交付，事发约10年，不属典型老旧楼宇,15.0,44.0,,住户违规改装电动自行车使用的超标大容量锂离子电池热失控，在6号楼2单元东侧架空层起火,引燃周边电动自行车及天井内违建和堆放可燃物；烟囱效应使火焰和有毒烟气突破多层外窗进入室内,物业消防设施维护不到位、未及时发现与疏散、消防控制室值守处置不规范；监管对电动自行车聚合风险认识和整治不足,15人死亡、2人重伤、42人轻伤或轻微伤；直接经济损失3300余万元,2024,js.119.gov.cn,A,Mingshang Xiyuan,Unknown/other,,34.0,False,False,False,False,True,False,True,True,core_eligible,386eb556101286e4dce89060d1d60ca105f5f54e97db3d3f297bcc2be6c291e5
HRF-0145,亚洲,Bangladesh,Dhaka,2024 Dhaka Bailey Road fire,2024-02-29,Green Cozy Cottage Shopping Mall高层建筑火灾；建筑高度记录为 未列明。死亡人数：46。2024 Dhaka Bailey Road fire,https://bdnews24.com/bangladesh/ebf0sp6iql,23.7104,90.40744,高层建筑火灾,commercial/retail,约7层（另有屋顶违规改造），不满足许多标准下的高层阈值,未检索到,楼龄未检索到/待核实,46.0,20.0,,消防调查认定地面层茶饮店电热水壶短路起火,泄漏的液化石油气/燃气瓶、易燃装修材料和密集餐饮负荷使火势及烟气迅速扩散,无有效消防出口、楼梯和出口被燃气瓶等阻塞、违规餐饮用途及部分出口上锁，通风不足,46人死亡，其中43人主要死于窒息、3人死于烧伤；20余人重伤/受伤,2024,bdnews24.com,B,Dhaka,Commercial,,7.0,False,False,False,False,True,False,True,True,core_eligible,386eb556101286e4dce89060d1d60ca105f5f54e97db3d3f297bcc2be6c291e5
HRF-0146,欧洲,Russia,Tver,fire,2024-03-14,高层建筑火灾；建筑高度记录为 未列明。死亡人数：0。Occurred during construction,https://en.wikipedia.org/wiki/List_of_fires_in_high-rise_buildings,56.85836,35.90057,高层建筑火灾,未检索到,未检索到,未检索到,未检索到,0.0,,,未检索到/待核实,未检索到/待核实,未检索到/待核实,死亡人数：0。Occurred during construction,2024,en.wikipedia.org,C,Tver,Unknown/other,,,False,False,True,False,True,False,True,False,compendium_only_source,386eb556101286e4dce89060d1d60ca105f5f54e97db3d3f297bcc2be6c291e5
HRF-0147,南美洲,Brazil,Recife,Botanik Torre Flora construction fire,2024-03-28,A large fire affected the upper portion/roof of the high-rise residential building while under construction.,https://www.creape.org.br/crea-pe-acompanha-andamento-das-investigacoes-e-ensaios-tecnicos-do-predio-incendiado-no-recife/,-8.0476,-34.905,high-rise building fire,在建住宅,28层,未检索到,施工中,0.0,0.0,,Crea-PE称原因仍在调查；伯南布哥州公共安全部门仅提出电气短路可能性，不能作为最终原因。,施工材料和上部未完工外立面使火蔓延至至少7层,施工期固定消防系统未完整投入；消防和民防逐层检查后称无即时坍塌风险,28层在建住宅楼至少7层受火；无人死亡或受伤，周边道路封控,2024,creape.org.br,B,Recife,Residential,,28.0,False,False,True,False,True,False,True,True,core_eligible,386eb556101286e4dce89060d1d60ca105f5f54e97db3d3f297bcc2be6c291e5
HRF-0148,亚洲,United Arab Emirates,未检索到,"4 April – A fire at a 39-story residential apartment building in Sharjah, United Arab Emirates, killed five people and i",2024-04-04,"4 April – A fire at a 39-story residential apartment building in Sharjah, United Arab Emirates, killed five people and injured 44 others.",https://english.alarabiya.net/News/gulf/2024/04/06/sharjah-building-fire-leaves-5-dead-dozens-hospitalized,,,建筑/结构火灾,未检索到,39-story,未检索到,未检索到,,,,未检索到/待核实,未检索到/待核实,未检索到/待核实,"4 April – A fire at a 39-story residential apartment building in Sharjah, United Arab Emirates, killed five people and injured 44 others.",2024,english.alarabiya.net,B,未检索到,Unknown/other,,,False,False,False,False,False,False,False,False,invalid_or_missing_geocode,386eb556101286e4dce89060d1d60ca105f5f54e97db3d3f297bcc2be6c291e5
HRF-0149,欧洲,France,"146 rue de Charonne, Paris, Île-de-France, France",146 rue de Charonne fire,2024-04-07,巴黎一栋12层建筑7层发生火灾。,https://en.wikipedia.org/wiki/List_of_high-rise_fa%C3%A7ade_fires,48.854,2.389,high-rise residential fire,residential / mixed-use to verify,12 storeys; fire on 7th floor,7th of 12,未检索到,3.0,0.0,,未核实。,未检索到/待核实,未检索到/待核实,3人死亡；表中未记录受伤。,2024,en.wikipedia.org,C,146 rue de Charonne,Residential,,12.0,False,False,False,False,True,False,True,False,compendium_only_source,386eb556101286e4dce89060d1d60ca105f5f54e97db3d3f297bcc2be6c291e5
HRF-0150,大洋洲,Australia,Melbourne,Box Hill 30-storey residential complex pump-room fire,2024-05-21,约250人疏散；无人员受伤，无人需接受烟气吸入治疗,https://www.frv.vic.gov.au/sites/default/files/2025-03/fire-rescue-victoria-annual-report-2023-24.pdf,-37.8189,145.1246,高层建筑火灾,住宅高层综合体,30层,未检索到,未检索到,0.0,0.0,250.0,起火于地下室泵房；具体点火机制未公布,烟气进入高层建筑并导致全楼清烟作业,约250人通过楼梯疏散，消防逐层搜索并与警方、急救协同,约250人疏散；无人员受伤，无人需接受烟气吸入治疗,2024,frv.vic.gov.au,A,Melbourne,Residential,,30.0,False,False,False,False,True,False,True,True,core_eligible,386eb556101286e4dce89060d1d60ca105f5f54e97db3d3f297bcc2be6c291e5
HRF-0151,欧洲,France,Paris,"Asia of Ivry (fr, Asie d'Ivry) Wholesaler Chinese Pastry, 50 Av. de la Prte d'Ivry fire",2024-09-17,"Asia of Ivry (fr, Asie d'Ivry) Wholesaler Chinese Pastry, 50 Av. de la Prte d'Ivry高层建筑外立面火灾。死亡 0，受伤 2；表中记录的受影响楼层为 7th (attic)。",https://english.news.cn/europe/20240918/4f5f1d3157c342bba3a376dc712960fe/c.html,48.85341,2.3488,高层建筑外立面火灾,未检索到,21 m,7th (attic),未检索到,0.0,2.0,,未检索到/待核实,未检索到/待核实,未检索到/待核实,死亡 0，受伤 2；表中记录的受影响楼层为 7th (attic)。,2024,english.news.cn,B,Paris,Unknown/other,21.0,,False,False,False,True,True,False,True,True,core_eligible,386eb556101286e4dce89060d1d60ca105f5f54e97db3d3f297bcc2be6c291e5
HRF-0152,欧洲,France,Paris,26 Avenue d'Iéna fire,2024-12-13,26 Avenue d'Iéna高层建筑外立面火灾。死亡 0，受伤 0；表中记录的受影响楼层为 7th。,https://www.sortiraparis.com/en/news/in-paris/articles/322526-fire-in-progress-avenue-d-iena-in-paris-16th-arrondissement,48.85341,2.3488,高层建筑外立面火灾,未检索到,未检索到,7th,未检索到,0.0,0.0,,未检索到/待核实,未检索到/待核实,未检索到/待核实,死亡 0，受伤 0；表中记录的受影响楼层为 7th。,2024,sortiraparis.com,B,Paris,Unknown/other,,,False,False,False,True,True,False,True,True,core_eligible,386eb556101286e4dce89060d1d60ca105f5f54e97db3d3f297bcc2be6c291e5
HRF-0153,欧洲,France,Paris,"GMF Assurances, 1 rue de la Pépinière fire",2024-12-24,"GMF Assurances, 1 rue de la Pépinière高层建筑外立面火灾。死亡 0，受伤 1；表中记录的受影响楼层为 Top flr。",https://www.sortiraparis.com/en/news/in-paris/articles/322834-fire-in-front-of-gare-saint-lazare-building-destroys-paris-8e-avoid-the-area,48.85341,2.3488,高层建筑外立面火灾,未检索到,未检索到,Top flr,未检索到,0.0,1.0,,未检索到/待核实,未检索到/待核实,未检索到/待核实,死亡 0，受伤 1；表中记录的受影响楼层为 Top flr。,2024,sortiraparis.com,B,Paris,Unknown/other,,,False,False,False,True,True,False,True,True,core_eligible,386eb556101286e4dce89060d1d60ca105f5f54e97db3d3f297bcc2be6c291e5
